Date,Year,Country,Activity,Sex,Age,Fatal (Y/N),Species
apr,2008,AUSTRALIA,Boarding,M,16,Y,Bull shark
mar,2008,USA,Boarding,M,,N,Unidentified Shark Type
mar,2008,USA,Surfing,M,27,N,White shark
feb,2008,BAHAMAS,Diving,M,49,Y,Bull shark
jan,2008,SOUTH AFRICA,Surfing,M,42,N,Blacktip shark
jan,2008,AUSTRALIA,Others,M,20,N,Mako shark
jan,2008,NEW ZEALAND,Others,,,N,Whaler shark
jan,2008,USA,Surfing,M,20,N,Unidentified Shark Type
,2008,USA,Fishing,M,,N,Nurse shark
,2008,MEXICO,Surfing,M,26,N,Hammerhead shark
dec,2007,AUSTRALIA,Swimming,M,,N,Unidentified Shark Type
dec,2007,USA,Surfing,M,52,N,Tiger shark
nov,2007,AUSTRALIA,Fishing,M,32,N,Reef shark
nov,2007,SOUTH AFRICA,Surfing,M,37,N,White shark
oct,2007,USA,Others,M,32,N,Tiger shark
oct,2007,AUSTRALIA,Surfing,F,52,N,White shark
oct,2007,AUSTRALIA,Fishing,M,31,N,Whaler shark
oct,2007,USA,Surfing,M,16,N,Blacktip shark
sep,2007,NEW CALEDONIA,Swimming,F,23,Y,Tiger shark
sep,2007,BAHAMAS,Fishing,F,48,N,Reef shark
sep,2007,USA,Surfing,F,,N,White shark
sep,2007,EGYPT,Swimming,F,18,N,Whitetip shark
sep,2007,SOLOMON ISLANDS,Fishing,M,,N,Reef shark
sep,2007,USA,Snorkeling,M,14,N,Nurse shark
sep,2007,USA,Swimming,M,58,N,Spinner shark
aug,2007,USA,Boarding,M,15,N,Tiger shark
aug,2007,USA,Surfing,M,24,N,White shark
aug,2007,USA,Others,M,20,N,Bull shark
aug,2007,USA,Others,F,19,N,Bull shark
jul,2007,USA,Surfing,M,,N,White shark
jul,2007,USA,Fishing,M,,N,White shark
jul,2007,AUSTRALIA,Wading,M,15,N,Whaler shark
jul,2007,BAHAMAS,Fishing,F,48,N,Bull shark
jun,2007,USA,Others,M,,N,Lemon shark
jun,2007,USA,Surfing,M,,N,Tiger shark
may,2007,USA,Others,F,40,N,Reef shark
may,2007,SEYCHELLES,Snorkeling,M,,N,White shark
may,2007,USA,Snorkeling,F,63,N,Tiger shark
,2007,BAHAMAS,Others,F,20,N,Lemon shark
apr,2007,AUSTRALIA,Swimming,F,13,N,Unidentified Shark Type
apr,2007,USA,Boarding,M,12,N,Spinner shark
apr,2007,USA,Fishing,,,N,Bull shark
apr,2007,NEW CALEDONIA,Surfing,M,26,N,Tiger shark
mar,2007,NEW ZEALAND,Fishing,M,16,N,Tiger shark
jan,2007,NEW CALEDONIA,Fishing,M,30,N,Tiger shark
jan,2007,AUSTRALIA,Diving,M,41,N,White shark
jan,2007,SOUTH AFRICA,Surfing,M,24,Y,Tiger shark
jan,2007,USA,Surfing,M,24,N,Tiger shark
dec,2006,USA,Surfing,M,43,N,White shark
dec,2006,SOUTH AFRICA,Fishing,M,25,N,Raggedtooth shark
dec,2006,AUSTRALIA,Boarding,M,15,N,White shark
nov,2006,SOUTH AFRICA,Others,M,,N,Bull shark
oct,2006,USA,Surfing,M,22,N,White shark
sep,2006,USA,Diving,M,,N,Nurse shark
sep,2006,USA,Swimming,M,55,N,Spinner shark
sep,2006,SOUTH AFRICA,Surfing,M,37,N,White shark
aug,2006,AUSTRALIA,Surfing,M,,N,Whaler shark
aug,2006,SOUTH AFRICA,Others,M,24,N,White shark
,2006,REUNION,Fishing,M,,N,Bull shark
jul,2006,USA,Surfing,M,41,N,White shark
jul,2006,SOUTH AFRICA,Surfing,M,19,N,White shark
jul,2006,USA,Fishing,M,,N,Bull shark
jul,2006,BRAZIL,,M,,Y,Tiger shark
jul,2006,USA,Boarding,F,14,N,Bull shark
jun,2006,USA,Surfing,F,22,N,Spinner shark
jun,2006,AUSTRALIA,Surfing,M,40,N,White shark
may,2006,USA,Fishing,M,26,N,Tiger shark
may,2006,USA,Others,,,N,Tiger shark
may,2006,USA,Fishing,M,15,N,Reef shark
may,2006,USA,Diving,F,30,N,Tiger shark
may,2006,AUSTRALIA,Snorkeling,M,46,N,Wobbegong shark
apr,2006,USA,Fishing,M,35,N,Bull shark
apr,2006,AUSTRALIA,Surfing,M,15,N,Whaler shark
apr,2006,SOUTH AFRICA,Boarding,M,15,N,Raggedtooth shark
apr,2006,BRAZIL,Swimming,M,35,N,Tiger shark
mar,2006,USA,Surfing,F,28,N,Tiger shark
mar,2006,FIJI,Surfing,M,21,N,Tiger shark
mar,2006,AUSTRALIA,Surfing,M,15,N,Whaler shark
feb,2006,AUSTRALIA,Fishing,M,,N,White shark
feb,2006,SOUTH AFRICA,Surfing,M,15,N,Raggedtooth shark
feb,2006,TONGA,Swimming,F,24,Y,Tiger shark
jan,2006,AUSTRALIA,Diving,M,52,N,White shark
jan,2006,AUSTRALIA,Swimming,F,21,Y,Bull shark
dec,2005,USA,Surfing,M,30,N,White shark
dec,2005,USA,Swimming,M,29,N,Tiger shark
dec,2005,AUSTRALIA,Fishing,M,44,N,Reef shark
dec,2005,AUSTRALIA,Fishing,,,N,White shark
nov,2005,AUSTRALIA,Fishing,,,N,White shark
nov,2005,NEW CALEDONIA,,,,N,White shark
nov,2005,SOUTH AFRICA,Fishing,M,32,N,Raggedtooth shark
nov,2005,USA,Surfing,M,26,N,White shark
oct,2005,USA,Surfing,M,36,N,White shark
oct,2005,USA,Surfing,F,20,N,White shark
oct,2005,USA,Surfing,M,22,N,Tiger shark
oct,2005,GRAND CAYMAN,Diving,F,57,N,Reef shark
oct,2005,SOUTH AFRICA,Surfing,M,52,N,White shark
sep,2005,AUSTRALIA,Surfing,M,28,N,Tiger shark
sep,2005,AUSTRALIA,Surfing,M,26,N,White shark
sep,2005,AUSTRALIA,Surfing,M,44,N,Whaler shark
sep,2005,USA,Wading,F,18,N,Bull shark
sep,2005,AUSTRALIA,Surfing,M,40,N,White shark
aug,2005,AUSTRALIA,Diving,M,23,Y,White shark
aug,2005,USA,Surfing,M,37,N,White shark
jun,2005,USA,Fishing,M,16,N,Bull shark
jun,2005,USA,Swimming,F,14,Y,Bull shark
jun,2005,SOUTH KOREA,Diving,F,38,N,White shark
jun,2005,USA,Surfing,M,17,,White shark
jun,2005,SOUTH AFRICA,Fishing,M,22,Y,White shark
may,2005,USA,Swimming,M,33,N,Unidentified Shark Type
may,2005,SOUTH AFRICA,Surfing,M,32,N,Raggedtooth shark
may,2005,AUSTRALIA,Fishing,M,,N,Blacktip shark
may,2005,USA,Others,,,N,Tiger shark
may,2005,USA,Surfing,M,47,N,Tiger shark
apr,2005,AUSTRALIA,Fishing,M,25,N,Mako shark
apr,2005,AUSTRALIA,Surfing,M,40,N,Whaler shark
apr,2005,USA,Wading,F,70,N,Blacktip shark
apr,2005,USA,,F,,N,Hammerhead shark
mar,2005,AUSTRALIA,Snorkeling,M,26,Y,White shark
mar,2005,NEW ZEALAND,Fishing,M,,N,Whaler shark
feb,2005,AUSTRALIA,Swimming,M,18,N,Bull shark
feb,2005,USA,Fishing,M,,N,Nurse shark
feb,2005,USA,Surfing,M,,N,Tiger shark
feb,2005,USA,Fishing,M,,N,Reef shark
jan,2005,AUSTRALIA,Others,,,N,Whaler shark
jan,2005,NEW ZEALAND,Fishing,M,39,N,White shark
dec,2004,AUSTRALIA,Surfing,M,18,Y,White shark
dec,2004,AUSTRALIA,Fishing,M,38,Y,Bull shark
nov,2004,SOUTH AFRICA,Surfing,M,20,N,Raggedtooth shark
nov,2004,SOUTH AFRICA,Others,M,16,N,Raggedtooth shark
nov,2004,SOUTH AFRICA,Swimming,F,77,Y,White shark
nov,2004,USA,Surfing,,38,N,White shark
oct,2004,CUBA,Diving,M,40,N,Bull shark
oct,2004,SOUTH AFRICA,Others,M,52,N,White shark
oct,2004,AUSTRALIA,Surfing,M,59,N,Whaler shark
oct,2004,USA,Surfing,M,,N,White shark
oct,2004,USA,Fishing,M,34,N,Tiger shark
oct,2004,SOUTH AFRICA,Surfing,M,34,N,Raggedtooth shark
oct,2004,REUNION,Boarding,M,15,N,Tiger shark
sep,2004,AUSTRALIA,Fishing,,,N,Tiger shark
sep,2004,USA,Surfing,M,26,N,White shark
aug,2004,BRAZIL,Bathing,M,24,N,Tiger shark
aug,2004,USA,Surfing,M,,N,White shark
aug,2004,USA,Diving,M,50,Y,White shark
,2004,SOUTH AFRICA,Fishing,,,N,White shark
jul,2004,RUSSIA,Fishing,M,,N,White shark
jul,2004,USA,Fishing,M,11,N,Bull shark
jul,2004,AUSTRALIA,Fishing,,,N,White shark
jun,2004,USA,Surfing,M,45,N,White shark
jun,2004,AUSTRALIA,Boarding,M,17,N,Whaler shark
jun,2004,SOUTH AFRICA,Swimming,M,21,Y,White shark
may,2004,BRAZIL,Swimming,M,17,N,Bull shark
may,2004,BAHAMAS,Fishing,M,63,N,Reef shark
may,2004,USA,Surfing,M,28,N,Mako shark
apr,2004,AUSTRALIA,Diving,M,,N,Wobbegong shark
apr,2004,NEW ZEALAND,Fishing,,,N,White shark
apr,2004,TONGA,Fishing,M,,Y,Unidentified Shark Type
apr,2004,USA,Surfing,M,57,Y,Tiger shark
apr,2004,SOUTH AFRICA,Surfing,M,16,N,White shark
mar,2004,USA,Surfing,M,20,N,Bull shark
mar,2004,BRAZIL,Boarding,M,22,N,Bull shark
mar,2004,USA,Surfing,M,,N,Bull shark
mar,2004,NEW ZEALAND,Fishing,M,,N,Whaler shark
mar,2004,USA,Surfing,M,51,N,Tiger shark
mar,2004,AUSTRALIA,Fishing,M,47,N,Whaler shark
jan,2004,AUSTRALIA,Diving,M,46,N,White shark
jan,2004,VENEZUELA,Swimming,M,,N,Bull shark
jan,2004,VENEZUELA,Fishing,M,40,N,Bull shark
jan,2004,SOUTH AFRICA,Surfing,M,,N,Mako shark
jan,2004,AUSTRALIA,Diving,M,,N,Raggedtooth shark
jan,2004,SOUTH AFRICA,Surfing,M,22,N,Raggedtooth shark
nov,2003,AUSTRALIA,Swimming,M,,N,Wobbegong shark
nov,2003,AUSTRALIA,Swimming,M,,N,Wobbegong shark
nov,2003,SOUTH AFRICA,Fishing,M,21,Y,Tiger shark
nov,2003,INDIA,Surfing,M,35,N,Tiger shark
nov,2003,EGYPT,Snorkeling,M,,N,Whitetip shark
nov,2003,SOUTH AFRICA,Surfing,,,N,White shark
,2003,PANAMA,Fishing,M,,N,Nurse shark
oct,2003,AUSTRALIA,Surfing,M,22,N,Nurse shark
oct,2003,USA,Surfing,F,13,N,Tiger shark
sep,2003,SOUTH AFRICA,Boarding,M,19,Y,White shark
aug,2003,USA,Fishing,M,,N,Bull shark
aug,2003,USA,Swimming,F,50,Y,White shark
aug,2003,SOUTH AFRICA,Surfing,M,16,N,White shark
jul,2003,BAHAMAS,Fishing,M,39,N,Bull shark
,2003,USA,Fishing,M,,N,Hammerhead shark
,2003,NEW ZEALAND,Snorkeling,M,,N,Reef shark
may,2003,USA,Swimming,M,20,N,Reef shark
,2003,PHILIPPINES,,,,N,White shark
apr,2003,BRAZIL,Surfing,M,17,N,Bull shark
apr,2003,VENEZUELA,Surfing,M,28,N,Mako shark
feb,2003,NEW ZEALAND,Diving,M,44,N,White shark
feb,2003,AUSTRALIA,Wading,M,37,N,Unidentified Shark Type
feb,2003,AUSTRALIA,Swimming,M,24,N,Nurse shark
feb,2003,AUSTRALIA,Swimming,M,84,Y,Bull shark
jan,2003,COSTA RICA,Surfing,M,,N,Bull shark
jan,2003,AUSTRALIA,Surfing,F,,N,Whaler shark
dec,2002,AUSTRALIA,Snorkeling,F,18,N,Hammerhead shark
dec,2002,SOUTH AFRICA,Snorkeling,M,25,N,White shark
dec,2002,AUSTRALIA,Diving,M,26,N,Wobbegong shark
dec,2002,AUSTRALIA,Swimming,M,23,Y,Bull shark
nov,2002,MICRONESIA,Diving,M,,N,Blacktip shark
nov,2002,USA,Boarding,M,48,N,White shark
oct,2002,BRAZIL,Swimming,M,36,Y,Bull shark
oct,2002,USA,Surfing,M,14,N,Spinner shark
sep,2002,USA,Fishing,M,55,N,Blacktip shark
sep,2002,USA,Fishing,M,,N,Blacktip shark
sep,2002,TONGA,Swimming,M,,N,Tiger shark
sep,2002,BRAZIL,Swimming,M,19,N,Tiger shark
sep,2002,SOUTH AFRICA,Surfing,M,47,N,White shark
aug,2002,USA,Surfing,M,16,N,Tiger shark
aug,2002,USA,Surfing,M,15,N,Nurse shark
jul,2002,USA,Swimming,F,15,N,Bull shark
jul,2002,USA,Fishing,M,41,Y,Mako shark
jul,2002,BRAZIL,Surfing,M,22,N,Tiger shark
jul,2002,USA,Standing,F,9,N,Bull shark
jun,2002,USA,Surfing,,,N,Tiger shark
may,2002,USA,Surfing,M,24,N,White shark
may,2002,USA,Fishing,M,55,N,Blacktip shark
may,2002,COSTA RICA,Surfing,M,,N,Bull shark
apr,2002,AUSTRALIA,Surfing,M,23,Y,White shark
apr,2002,BAHAMAS,Standing,M,43,N,Bull shark
mar,2002,USA,Boarding,M,17,N,Tiger shark
mar,2002,USA,Snorkeling,M,39,N,Nurse shark
mar,2002,USA,Surfing,M,31,N,Spinner shark
feb,2002,AUSTRALIA,Surfing,M,30,N,Whaler shark
jan,2002,AUSTRALIA,Surfing,M,20,N,Tiger shark
jan,2002,SOUTH AFRICA,Fishing,M,16,N,Zambesi shark
jan,2002,USA,Snorkeling,M,35,N,Tiger shark
nov,2001,AUSTRALIA,Surfing,M,49,N,Whaler shark
oct,2001,SOUTH AFRICA,Boarding,M,,N,Mako shark
oct,2001,AUSTRALIA,Snorkeling,F,20,N,Whaler shark
sep,2001,MEXICO,Surfing,M,26,N,Tiger shark
sep,2001,AUSTRALIA,,M,31,N,White shark
sep,2001,USA,Swimming,M,28,Y,White shark
sep,2001,USA,Swimming,F,23,N,White shark
sep,2001,USA,Swimming,M,10,Y,Bull shark
aug,2001,BAHAMAS,Fishing,M,44,N,Bull shark
aug,2001,USA,Surfing,M,17,N,Unidentified Shark Type
aug,2001,USA,Surfing,M,20,N,Spinner shark
aug,2001,USA,Surfing,M,19,N,Spinner shark
aug,2001,USA,Surfing,M,19,N,Blacktip shark
aug,2001,BAHAMAS,Fishing,M,43,N,Bull shark
jul,2001,USA,,F,,N,Nurse shark
jul,2001,USA,Fishing,,,N,Mako shark
jul,2001,USA,Swimming,M,8,N,Bull shark
jun,2001,USA,Fishing,M,52,N,White shark
may,2001,SOUTH AFRICA,Surfing,M,26,N,White shark
apr,2001,USA,Surfing,M,12,N,Spinner shark
apr,2001,USA,Surfing,M,21,N,Spinner shark
apr,2001,USA,Boarding,M,12,N,Spinner shark
apr,2001,USA,Surfing,M,22,N,Spinner shark
apr,2001,USA,Surfing,M,19,N,Spinner shark
apr,2001,USA,Surfing,M,,N,Reef shark
apr,2001,USA,Surfing,,16,N,Spinner shark
apr,2001,SOUTH AFRICA,Surfing,M,46,N,White shark
apr,2001,AUSTRALIA,Snorkeling,M,,N,Wobbegong shark
apr,2001,USA,Surfing,M,26,N,Unidentified Shark Type
apr,2001,AUSTRALIA,Surfing,M,40,N,Whaler shark
mar,2001,USA,Surfing,M,,N,Spinner shark
,2001,OCEAN,Boarding,,,Y,Tiger shark
feb,2001,AUSTRALIA,Fishing,,,N,White shark
feb,2001,AUSTRALIA,Surfing,M,40,N,Whaler shark
jan,2001,AUSTRALIA,Fishing,,,N,White shark
jan,2001,NEW ZEALAND,Others,M,,N,White shark
dec,2000,AUSTRALIA,Fishing,,,N,White shark
dec,2000,AUSTRALIA,Fishing,M,38,N,Whaler shark
nov,2000,AUSTRALIA,Diving,M,28,N,Tiger shark
nov,2000,AUSTRALIA,Swimming,M,52,N,White shark
nov,2000,AUSTRALIA,Swimming,M,49,Y,White shark
nov,2000,USA,Surfing,M,27,N,White shark
oct,2000,AUSTRALIA,Fishing,,31,N,White shark
oct,2000,USA,Swimming,F,56,N,Tiger shark
oct,2000,USA,Surfing,M,23,N,Blacktip shark
sep,2000,USA,Surfing,M,,N,White shark
sep,2000,AUSTRALIA,Surfing,M,17,Y,White shark
sep,2000,AUSTRALIA,Surfing,M,25,Y,White shark
sep,2000,OKINAWA,Surfing,M,31,Y,White shark
sep,2000,SOUTH AFRICA,Diving,M,48,N,White shark
sep,2000,TANZANIA,Swimming,M,28,Y,Zambesi shark
sep,2000,REUNION,Surfing,M,27,N,Tiger shark
,2000,TANZANIA,Swimming,,,Y,Zambesi shark
aug,2000,USA,Others,M,69,Y,Bull shark
aug,2000,USA,Surfing,M,53,N,Tiger shark
aug,2000,USA,Standing,F,44,N,Blacktip shark
,2000,TANZANIA,Swimming,,,Y,Zambesi shark
jul,2000,USA,Snorkeling,F,45,N,Nurse shark
jul,2000,TONGA,Diving,M,69,N,Reef shark
jul,2000,USA,Others,M,5,N,Lemon shark
jul,2000,USA,Others,F,12,N,Tiger shark
jul,2000,USA,Fishing,F,55,N,Nurse shark
jul,2000,USA,Standing,F,19,N,Spinner shark
,2000,TANZANIA,Swimming,,,Y,Zambesi shark
jun,2000,NEW ZEALAND,Fishing,M,,N,Mako shark
jun,2000,USA,Others,,,N,Bull shark
jun,2000,USA,Surfing,M,17,N,Blacktip shark
jun,2000,USA,Swimming,M,55,N,Bull shark
jun,2000,USA,Swimming,M,44,N,Bull shark
,2000,TANZANIA,Swimming,M,,Y,Zambesi shark
may,2000,NEW CALEDONIA,Boarding,,,Y,Tiger shark
mar,2000,NEW CALEDONIA,Fishing,M,35,Y,Tiger shark
mar,2000,AUSTRALIA,Surfing,M,,N,Tiger shark
feb,2000,SOUTH AFRICA,Surfing,M,,N,White shark
,2000,USA,Fishing,M,,N,Hammerhead shark
dec,1999,BRAZIL,Surfing,M,18,N,Tiger shark
nov,1999,USA,Swimming,F,51,N,Tiger shark
nov,1999,USA,Surfing,M,,N,White shark
nov,1999,SOUTH AFRICA,Surfing,M,35,N,White shark
,1999,MARSHALL ISLANDS,Swimming,M,12,N,Reef shark
,1999,MARSHALL ISLANDS,Swimming,M,12,N,Reef shark
oct,1999,USA,Surfing,M,,N,Lemon shark
oct,1999,USA,Surfing,M,16,N,Tiger shark
sep,1999,ITALY,Fishing,,,N,White shark
sep,1999,USA,Others,M,37,N,White shark
aug,1999,USA,Surfing,M,28,N,Unidentified Shark Type
aug,1999,BAHAMAS,Fishing,M,35,N,Bull shark
jul,1999,SOUTH AFRICA,Surfing,M,42,N,White shark
jul,1999,USA,Swimming,M,43,N,Bull shark
jul,1999,USA,Surfing,M,43,N,Tiger shark
jul,1999,SOUTH AFRICA,Boarding,M,14,Y,White shark
jul,1999,USA,Fishing,F,30,N,Blacktip shark
jul,1999,SOUTH AFRICA,Surfing,M,29,N,White shark
jun,1999,USA,Wading,M,5,N,Spinner shark
may,1999,AUSTRALIA,Surfing,M,22,Y,White shark
may,1999,BRAZIL,Surfing,M,21,N,Tiger shark
apr,1999,MAURITIUS,Swimming,F,41,N,Reef shark
apr,1999,REUNION,Swimming,M,52,Y,Bull shark
mar,1999,NEW ZEALAND,Fishing,M,28,N,Mako shark
feb,1999,AUSTRALIA,Surfing,M,35,N,Tiger shark
feb,1999,USA,Surfing,M,25,N,Spinner shark
jan,1999,MAURITIUS,Fishing,M,47,N,Bull shark
jan,1999,SOUTH AFRICA,Others,M,,N,White shark
jan,1999,REUNION,Fishing,,,Y,Bull shark
,1999,SOUTH AFRICA,Fishing,M,30,N,White shark
dec,1998,SOUTH AFRICA,Surfing,M,18,N,White shark
nov,1998,USA,Swimming,M,9,Y,Tiger shark
nov,1998,USA,Others,M,13,N,Unidentified Shark Type
nov,1998,USA,Surfing,M,32,N,White shark
nov,1998,BRAZIL,Surfing,M,22,Y,White shark
aug,1998,USA,Boarding,M,16,N,White shark
aug,1998,BAHAMAS,Fishing,M,28,N,Reef shark
aug,1998,SOUTH AFRICA,Surfing,M,19,N,White shark
aug,1998,SOUTH AFRICA,Fishing,M,24,N,White shark
jul,1998,SOUTH AFRICA,Wading,M,47,N,Raggedtooth shark
jul,1998,SOUTH AFRICA,Surfing,M,10,N,Raggedtooth shark
jun,1998,AUSTRALIA,Diving,M,26,Y,White shark
jun,1998,SOUTH AFRICA,Boarding,M,20,Y,White shark
may,1998,SOUTH AFRICA,Boarding,M,15,N,White shark
may,1998,USA,Surfing,M,40,N,Lemon shark
may,1998,SOUTH AFRICA,Boarding,M,22,N,White shark
apr,1998,USA,Surfing,M,50,N,White shark
apr,1998,USA,Diving,M,16,N,Nurse shark
mar,1998,SOUTH AFRICA,Fishing,M,33,N,White shark
mar,1998,USA,Swimming,M,32,N,Spinner shark
feb,1998,USA,Swimming,M,,N,Spinner shark
dec,1997,SOUTH AFRICA,Fishing,M,39,Y,White shark
nov,1997,AUSTRALIA,Diving,M,42,N,White shark
oct,1997,AUSTRALIA,Surfing,M,51,N,White shark
oct,1997,USA,Surfing,M,19,N,Tiger shark
oct,1997,USA,Surfing,M,23,N,Blacktip shark
sep,1997,USA,Surfing,,17,N,Blacktip shark
aug,1997,USA,Surfing,M,29,N,White shark
aug,1997,MEXICO,Diving,M,33,Y,Tiger shark
aug,1997,EGYPT,Fishing,M,16,Y,Whitetip shark
jul,1997,SOUTH AFRICA,Surfing,M,25,Y,White shark
jul,1997,USA,Standing,M,50,N,Blacktip shark
jul,1997,OKINAWA,Fishing,M,55,Y,White shark
jun,1997,FIJI,Snorkeling,F,47,N,Tiger shark
jun,1997,USA,Surfing,M,18,N,Spinner shark
jun,1997,USA,Surfing,M,33,N,Spinner shark
may,1997,BAHAMAS,Fishing,M,54,N,Reef shark
apr,1997,BRAZIL,Surfing,M,22,N,White shark
feb,1997,AUSTRALIA,Swimming,F,21,N,Unidentified Shark Type
feb,1997,AUSTRALIA,Diving,M,30,N,Tiger shark
jan,1997,AUSTRALIA,Surfing,M,41,Y,Tiger shark
jan,1997,REUNION,Fishing,M,,Y,Bull shark
jan,1997,AUSTRALIA,Others,,,N,White shark
dec,1996,SOUTH AFRICA,Surfing,M,,N,White shark
nov,1996,USA,Surfing,M,45,N,White shark
oct,1996,USA,Surfing,M,22,N,White shark
oct,1996,USA,Surfing,M,31,N,White shark
sep,1996,NEW ZEALAND,Diving,M,23,N,White shark
sep,1996,SOUTH AFRICA,Fishing,M,29,N,White shark
aug,1996,USA,Boarding,M,19,N,Tiger shark
aug,1996,USA,Diving,M,36,N,White shark
aug,1996,USA,Fishing,M,21,N,Hammerhead shark
jul,1996,OKINAWA,Swimming,M,52,Y,White shark
jul,1996,EGYPT,Diving,M,,N,Whitetip shark
jun,1996,AUSTRALIA,Surfing,M,,N,White shark
may,1996,SOUTH AFRICA,Surfing,M,17,N,White shark
may,1996,USA,Surfing,M,27,N,Spinner shark
apr,1996,AUSTRALIA,Swimming,M,11,N,Wobbegong shark
apr,1996,AUSTRALIA,Swimming,F,16,N,Wobbegong shark
mar,1996,AUSTRALIA,Swimming,F,47,N,Tiger shark
feb,1996,AUSTRALIA,Diving,M,24,N,Whaler shark
feb,1996,USA,Fishing,F,32,N,Nurse shark
feb,1996,AUSTRALIA,Swimming,M,7,N,Reef shark
jan,1996,USA,Wading,M,33,N,Nurse shark
jan,1996,AUSTRALIA,Swimming,F,13,N,Whaler shark
jan,1996,USA,Swimming,M,53,N,Tiger shark
jan,1996,AUSTRALIA,Others,,,N,Mako shark
jan,1996,REUNION,Surfing,M,25,Y,Tiger shark
,1996,FIJI,,M,,Y,Tiger shark
,1996,USA,Surfing,M,,N,Tiger shark
nov,1995,NEW ZEALAND,Fishing,M,22,N,White shark
sep,1995,USA,Surfing,M,25,N,White shark
sep,1995,USA,Diving,M,25,Y,Bull shark
sep,1995,AUSTRALIA,Diving,M,29,Y,White shark
sep,1995,USA,Surfing,M,32,N,White shark
aug,1995,USA,Surfing,M,18,N,Unidentified Shark Type
aug,1995,USA,Surfing,M,19,N,Unidentified Shark Type
aug,1995,TONGA,Fishing,M,18,N,Unidentified Shark Type
aug,1995,USA,Boarding,F,14,N,Blacktip shark
jul,1995,USA,Fishing,F,32,N,Blacktip shark
jun,1995,USA,Diving,M,31,N,White shark
jun,1995,USA,Others,F,,N,White shark
jun,1995,USA,Swimming,M,38,N,Tiger shark
jun,1995,HONG KONG,Swimming,F,45,Y,Tiger shark
may,1995,USA,Surfing,M,15,N,Bull shark
apr,1995,AUSTRALIA,Diving,M,,N,Wobbegong shark
apr,1995,JAPAN,Diving,M,47,Y,White shark
mar,1995,AUSTRALIA,Surfing,M,35,N,Whaler shark
feb,1995,SOUTH AFRICA,Swimming,M,22,N,Raggedtooth shark
jan,1995,SOUTH AFRICA,Swimming,M,14,Y,Tiger shark
dec,1994,SOUTH AFRICA,Boarding,M,26,N,White shark
dec,1994,USA,Diving,M,42,Y,White shark
nov,1994,SOUTH AFRICA,Fishing,M,,N,Raggedtooth shark
sep,1994,USA,Surfing,M,43,N,White shark
jul,1994,REUNION,Surfing,M,24,Y,Bull shark
jul,1994,SOUTH AFRICA,Surfing,M,22,Y,White shark
jul,1994,SOUTH AFRICA,Surfing,M,31,N,White shark
jul,1994,USA,Surfing,M,15,N,Unidentified Shark Type
may,1994,USA,Surfing,M,28,N,Spinner shark
apr,1994,REUNION,,,,Y,Bull shark
apr,1994,SOUTH AFRICA,Fishing,M,,Y,White shark
mar,1994,CHILE,Swimming,F,19,N,White shark
mar,1994,CHILE,Swimming,M,,N,White shark
mar,1994,USA,Others,M,33,N,Lemon shark
feb,1994,SOUTH AFRICA,Surfing,M,15,N,White shark
jan,1994,USA,Surfing,M,,Y,Tiger shark
jan,1994,AUSTRALIA,Fishing,,,N,White shark
,1994,HONG KONG,Others,F,,N,Tiger shark
,1993,USA,Surfing,M,,Y,Tiger shark
nov,1993,AUSTRALIA,Diving,M,27,Y,Tiger shark
oct,1993,USA,Surfing,M,26,N,White shark
oct,1993,USA,Swimming,F,26,N,Bull shark
oct,1993,USA,Others,F,34,N,White shark
,1993,USA,Surfing,,,N,Tiger shark
sep,1993,SOUTH AFRICA,Fishing,M,36,N,White shark
sep,1993,EL SALVADOR,Surfing,,15,N,White shark
aug,1993,BAHAMAS,Fishing,M,51,N,Blacktip shark
aug,1993,USA,Others,,,N,White shark
aug,1993,USA,Others,F,19,N,Bull shark
aug,1993,AUSTRALIA,Fishing,,,N,White shark
aug,1993,USA,Diving,M,39,N,White shark
,1993,EL SALVADOR,Fishing,,,Y,White shark
jul,1993,SOUTH AFRICA,Surfing,M,28,N,White shark
jun,1993,USA,Surfing,M,22,N,Tiger shark
jun,1993,AUSTRALIA,Diving,M,31,Y,White shark
jun,1993,AUSTRALIA,Diving,F,34,Y,White shark
mar,1993,JAPAN,,,,N,White shark
mar,1993,USA,Surfing,M,35,N,Tiger shark
mar,1993,USA,Fishing,M,55,N,White shark
,1993,AUSTRALIA,Fishing,M,69,N,Whaler shark
jan,1993,OCEAN,Others,M,32,N,Whitetip shark
jan,1993,USA,Surfing,M,29,N,White shark
,1993,ANGOLA,Surfing,M,,N,White shark
,1993,USA,Snorkeling,,,N,Lemon shark
dec,1992,USA,Fishing,M,10,N,Tiger shark
dec,1992,USA,Surfing,M,30,N,Tiger shark
nov,1992,USA,Fishing,M,31,N,Mako shark
nov,1992,USA,Surfing,M,19,N,Blacktip shark
nov,1992,USA,Others,M,46,N,White shark
nov,1992,FIJI,Diving,M,30,N,Hammerhead shark
nov,1992,USA,Boarding,M,18,Y,Tiger shark
oct,1992,USA,Diving,M,40,N,White shark
oct,1992,USA,Surfing,M,28,N,Tiger shark
oct,1992,AUSTRALIA,Diving,M,,N,Nurse shark
oct,1992,AUSTRALIA,Surfing,M,28,Y,White shark
sep,1992,USA,Surfing,M,20,N,White shark
aug,1992,BAHAMAS,Fishing,F,34,N,Blacktip shark
aug,1992,AUSTRALIA,Surfing,M,17,N,White shark
aug,1992,USA,Surfing,M,22,N,White shark
